
---------- Begin Simulation Statistics ----------
simSeconds                                   0.247463                       # Number of seconds simulated (Second)
simTicks                                 247463493795                       # Number of ticks simulated (Tick)
finalTick                                247463493795                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   5907.24                       # Real time elapsed on the host (Second)
hostTickRate                                 41891579                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     760220                       # Number of bytes of host memory used (Byte)
simInsts                                   1150780887                       # Number of instructions simulated (Count)
simOps                                     1773383562                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   194809                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     300205                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       607569152                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                     1116171560                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   33852                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                    1103595544                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 95863                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            44270459                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined         75697982                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              11985                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          607230327                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.817425                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.416450                       # Number of insts issued each cycle (Count)
system.cpu0.statFuBusy::FloatMult                   0      0.00%     83.68% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMultAcc                0      0.00%     83.68% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatDiv                    0      0.00%     83.68% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMisc                   0      0.00%     83.68% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatSqrt                   0      0.00%     83.68% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAdd                     0      0.00%     83.68% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAddAcc                  0      0.00%     83.68% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAlu                  6808      0.09%     83.78% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdCmp                     0      0.00%     83.78% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdCvt                 20475      0.28%     84.06% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdMisc                 1819      0.03%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdMult                    0      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdMultAcc                 0      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShift                   0      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShiftAcc                0      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdDiv                     0      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSqrt                    0      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatAdd               71      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatAlu                0      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatCmp                0      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatCvt                0      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatDiv                5      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMisc               0      0.00%     84.09% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMult          203882      2.81%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatMultAcc            0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatSqrt               0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceAdd               0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceAlu               0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdReduceCmp               0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatReduceAdd            0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdFloatReduceCmp            0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAes                     0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdAesMix                  0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha1Hash                0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha1Hash2               0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha256Hash              0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdSha256Hash2             0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShaSigma2               0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdShaSigma3               0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::SimdPredAlu                 0      0.00%     86.89% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::MemRead                529195      7.29%     94.18% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::MemWrite               134221      1.85%     96.03% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMemRead           216992      2.99%     99.02% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMemWrite           71108      0.98%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IprAccess                   0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::InstPrefetch                0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu0.statIssuedInstType_0::No_OpClass      3743698      0.34%      0.34% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntAlu    586187171     53.12%     53.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntMult      2030928      0.18%     53.64% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IntDiv       356097      0.03%     53.67% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatAdd     84271258      7.64%     61.31% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCmp            0      0.00%     61.31% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatCvt            0      0.00%     61.31% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMult            0      0.00%     61.31% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMultAcc            0      0.00%     61.31% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatDiv            0      0.00%     61.31% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMisc            0      0.00%     61.31% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatSqrt            0      0.00%     61.31% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAdd            0      0.00%     61.31% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAddAcc            0      0.00%     61.31% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAlu       592318      0.05%     61.36% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCmp            0      0.00%     61.36% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdCvt       254792      0.02%     61.38% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMisc       608765      0.06%     61.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMult            0      0.00%     61.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdMultAcc            0      0.00%     61.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShift            0      0.00%     61.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShiftAcc            0      0.00%     61.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdDiv            0      0.00%     61.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSqrt            0      0.00%     61.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAdd    103087232      9.34%     70.78% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAlu            0      0.00%     70.78% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCmp            2      0.00%     70.78% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCvt       300411      0.03%     70.81% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatDiv       143450      0.01%     70.82% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMisc            0      0.00%     70.82% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMult    101467027      9.19%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatSqrt         6471      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAdd            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAlu            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceCmp            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAes            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAesMix            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma2            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma3            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdPredAlu            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemRead     71508479      6.48%     86.50% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemWrite     28653907      2.60%     89.09% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemRead     92747593      8.40%     97.50% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemWrite     27635945      2.50%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::total    1103595544                       # Number of instructions issued per FU type, per thread (Count)
system.cpu0.issueRate                        1.816411                       # Inst issue rate ((Count/Cycle))
system.cpu0.fuBusy                            7260508                       # FU busy when requested (Count)
system.cpu0.fuBusyRate                       0.006579                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu0.intInstQueueReads              1805479690                       # Number of integer instruction queue reads (Count)
system.cpu0.intInstQueueWrites              650906359                       # Number of integer instruction queue writes (Count)
system.cpu0.intInstQueueWakeupAccesses      592926196                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu0.fpInstQueueReads               1016298096                       # Number of floating instruction queue reads (Count)
system.cpu0.fpInstQueueWrites               509590699                       # Number of floating instruction queue writes (Count)
system.cpu0.fpInstQueueWakeupAccesses       506239516                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu0.vecInstQueueReads                       0                       # Number of vector instruction queue reads (Count)
system.cpu0.vecInstQueueWrites                      0                       # Number of vector instruction queue writes (Count)
system.cpu0.vecInstQueueWakeupAccesses              0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu0.intAluAccesses                  598195056                       # Number of integer alu accesses (Count)
system.cpu0.fpAluAccesses                   508917298                       # Number of floating point alu accesses (Count)
system.cpu0.vecAluAccesses                          0                       # Number of vector alu accesses (Count)
system.cpu0.numInsts                       1101485605                       # Number of executed instructions (Count)
system.cpu0.numLoadInsts                    163761676                       # Number of load instructions executed (Count)
system.cpu0.numSquashedInsts                  2109939                       # Number of squashed instructions skipped in execute (Count)
system.cpu0.numSwp                                  0                       # Number of swp insts executed (Count)
system.cpu0.numNop                                  0                       # Number of nop insts executed (Count)
system.cpu0.numRefs                         219950816                       # Number of memory reference insts executed (Count)
system.cpu0.numBranches                      67105128                       # Number of branches executed (Count)
system.cpu0.numStoreInsts                    56189140                       # Number of stores executed (Count)
system.cpu0.numRate                          1.812939                       # Inst execution rate ((Count/Cycle))
system.cpu0.timesIdled                           1905                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu0.idleCycles                         338825                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu0.quiesceCycles                   135564464                       # Total number of cycles that CPU has spent quiesced or waiting for an interrupt (Cycle)
system.cpu0.committedInsts                  679737021                       # Number of Instructions Simulated (Count)
system.cpu0.committedOps                   1071934947                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu0.cpi                              0.893830                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu0.totalCpi                         0.893830                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu0.ipc                              1.118781                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu0.totalIpc                         1.118781                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu0.intRegfileReads                 909969531                       # Number of integer regfile reads (Count)
system.cpu0.intRegfileWrites                433633173                       # Number of integer regfile writes (Count)
system.cpu0.fpRegfileReads                  837548036                       # Number of floating regfile reads (Count)
system.cpu0.fpRegfileWrites                 478375142                       # Number of floating regfile writes (Count)
system.cpu0.ccRegfileReads                  328372288                       # number of cc regfile reads (Count)
system.cpu0.ccRegfileWrites                 266512306                       # number of cc regfile writes (Count)
system.cpu0.miscRegfileReads                368385462                       # number of misc regfile reads (Count)
system.cpu0.MemDepUnit__0.insertedLoads     166620775                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.insertedStores     58107735                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.conflictingLoads     28687226                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__0.conflictingStores     20710498                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__1.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__2.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__3.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.branchPred.lookups               72810714                       # Number of BP lookups (Count)
system.cpu0.branchPred.condPredicted         67707081                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condIncorrect           903022                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.BTBLookups            48258407                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBHits               48243040                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.999682                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.RASUsed                1655165                       # Number of times the RAS was used to get a target. (Count)
system.cpu0.branchPred.RASIncorrect               129                       # Number of incorrect RAS predictions. (Count)
system.cpu0.branchPred.indirectLookups          46614                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits             43839                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses            2775                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted          381                       # Number of mispredicted indirect branches. (Count)
system.cpu0.commit.commitSquashedInsts       44266930                       # The number of squashed insts skipped by commit (Count)
system.cpu0.commit.commitNonSpecStalls          21867                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu0.commit.branchMispredicts           882586                       # The number of times a branch was mispredicted (Count)
system.cpu0.commit.numCommittedDist::samples    601152637                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::mean     1.783133                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::stdev     2.867144                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::0      380394960     63.28%     63.28% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::1       29034003      4.83%     68.11% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::2       34514655      5.74%     73.85% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::3       32242122      5.36%     79.21% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::4       11494314      1.91%     81.12% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::5       10057623      1.67%     82.80% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::6       19302057      3.21%     86.01% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::7        7835669      1.30%     87.31% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::8       76277234     12.69%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::total    601152637                       # Number of insts commited each cycle (Count)
system.cpu0.commit.instsCommitted           679737021                       # Number of instructions committed (Count)
system.cpu0.commit.opsCommitted            1071934947                       # Number of ops (including micro ops) committed (Count)
system.cpu0.commit.memRefs                  213690818                       # Number of memory references committed (Count)
system.cpu0.commit.loads                    158383614                       # Number of loads committed (Count)
system.cpu0.commit.amos                             0                       # Number of atomic instructions committed (Count)
system.cpu0.commit.membars                      14578                       # Number of memory barriers committed (Count)
system.cpu0.commit.branches                  64613331                       # Number of branches committed (Count)
system.cpu0.commit.vectorInstructions               0                       # Number of committed Vector instructions. (Count)
system.cpu0.commit.floating                 505432937                       # Number of committed floating point instructions. (Count)
system.cpu0.commit.integer                  682685804                       # Number of committed integer instructions. (Count)
system.cpu0.commit.functionCalls              1551520                       # Number of function calls committed. (Count)
system.cpu0.commit.committedInstType_0::No_OpClass      3486926      0.33%      0.33% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntAlu    562361592     52.46%     52.79% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntMult      2010913      0.19%     52.98% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntDiv       354631      0.03%     53.01% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatAdd     83656354      7.80%     60.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCmp            0      0.00%     60.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCvt            0      0.00%     60.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMult            0      0.00%     60.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMultAcc            0      0.00%     60.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatDiv            0      0.00%     60.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMisc            0      0.00%     60.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatSqrt            0      0.00%     60.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAdd            0      0.00%     60.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAddAcc            0      0.00%     60.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAlu       569152      0.05%     60.87% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCmp            0      0.00%     60.87% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCvt       251286      0.02%     60.89% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMisc       604883      0.06%     60.95% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMult            0      0.00%     60.95% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMultAcc            0      0.00%     60.95% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShift            0      0.00%     60.95% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShiftAcc            0      0.00%     60.95% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdDiv            0      0.00%     60.95% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSqrt            0      0.00%     60.95% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatAdd    103067914      9.62%     70.56% # Class of committed instruction (Count)
